#['main.py', '--data-set=alsomitra', '--epochs=100', '--batch-size=64', '--lr=1e-3', '--save-onnx', '--oracle-steps=50', '--oracle-restarts=80', "--input-region=AlsomitraInputRegion(theta='(-0.786, -0.747)', y='(-2 - x, 2 - x)')", '--output-constraint=AlsomitraOutputConstraint(e_x=(0.184, 0.19))', '--logic=LK', '--experiment-name=AlsomitraProperty2']
Epoch,Train-P-Loss,Train-R-Loss,Train-C-Loss,Train-P-Loss-Weight,Train-C-Loss-Weight,Train-P-Metric,Train-C-Acc,Train-C-Sec,Test-P-Loss,Test-R-Loss,Test-C-Loss,Test-P-Metric,Test-C-Acc,Test-C-Sec,Train-Time,Test-Time
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.41328921914100647,0.49162399768829346,0.8566047549247742,0.007714514620602131,0.0,0.0,0.0,2.395359516143799
1,0.2709985044267442,0.1870748864279853,0.4686027103000217,0.9994959235191345,1.0005040168762207,0.006175292862786187,0.23958333333333334,0.0,0.1775183081626892,0.0010657384991645813,0.11751359701156616,0.005055954214185476,0.953125,0.046875,31.235154151916504,2.4260401725769043
2,0.12432351377275255,0.00016034973992241753,0.017106619146135118,1.0032639503479004,0.9967361092567444,0.004202800492445628,0.9947916666666666,0.8350694444444444,0.10509991645812988,0.0,0.0,0.003890297142788768,1.0,1.0,31.16035509109497,2.435136556625366
3,0.1078723602824741,2.564531233575609e-05,0.013711941738923391,1.0055840015411377,0.9944159984588623,0.003925327625539567,0.9947916666666666,0.7552083333333334,0.10133440047502518,0.0,0.015237048268318176,0.0038199706468731165,1.0,0.734375,27.068286895751953,2.028359889984131
4,0.10118148724238078,0.0,0.004869325293434991,1.0076730251312256,0.9923269748687744,0.0038054026663303375,1.0,0.8958333333333334,0.09356730431318283,0.0,0.0,0.003670655656605959,1.0,1.0,27.33988118171692,2.4141812324523926
5,0.09386209646860759,0.0,0.0,1.0089949369430542,0.9910051226615906,0.003672796818945143,1.0,1.0,0.09169407188892365,0.0,0.0,0.003633726155385375,1.0,1.0,30.974711894989014,2.420799732208252
6,0.09039911958906385,0.0,0.0,1.009974479675293,0.990025520324707,0.003603400041659673,1.0,1.0,0.08783586323261261,0.0,0.0,0.0035564566496759653,1.0,1.0,31.01476740837097,2.415414333343506
7,0.08513057894176906,0.0,0.0,1.0109121799468994,0.9890879392623901,0.0034970533516671923,1.0,1.0,0.08218929171562195,0.0,0.0,0.0034402436576783657,1.0,1.0,31.003732442855835,2.413347005844116
8,0.08120826880137126,0.0,0.0,1.0116866827011108,0.9883132576942444,0.003411395475268364,1.0,1.0,0.07664518803358078,0.0,0.0,0.0033221866469830275,1.0,1.0,31.007364988327026,2.4096145629882812
9,0.07465479109022352,0.0,0.0,1.012451410293579,0.9875485301017761,0.003270649661620458,1.0,1.0,0.07101166248321533,0.0,0.0,0.003197764279320836,1.0,1.0,31.028488397598267,2.41536545753479
