#['main.py', '--data-set=alsomitra', '--epochs=100', '--batch-size=64', '--lr=1e-3', '--save-onnx', '--oracle-steps=50', '--oracle-restarts=80', "--input-region=AlsomitraInputRegion(y='(2 - x, inf)')", '--output-constraint=AlsomitraOutputConstraint(e_x=(0.187, inf))', '--logic=GD', '--experiment-name=AlsomitraProperty1']
Epoch,Train-P-Loss,Train-R-Loss,Train-C-Loss,Train-P-Loss-Weight,Train-C-Loss-Weight,Train-P-Metric,Train-C-Acc,Train-C-Sec,Test-P-Loss,Test-R-Loss,Test-C-Loss,Test-P-Metric,Test-C-Acc,Test-C-Sec,Train-Time,Test-Time
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.41328921914100647,0.6642774343490601,0.9895226359367371,0.007714514620602131,0.0,0.0,0.0,2.0790767669677734
1,0.2701884905497233,0.41457700729370117,0.7310319476657443,0.9927870035171509,1.0072128772735596,0.006164601693550746,0.0,0.0,0.17436450719833374,0.1607898324728012,0.455953985452652,0.0050108409486711025,0.0,0.0,25.80921959877014,2.0519134998321533
2,0.1214728487862481,0.05549248059590658,0.30203819274902344,0.9876848459243774,1.012315034866333,0.004151100913683574,0.4427083333333333,0.005208333333333333,0.10598309338092804,0.0022441791370511055,0.11313274502754211,0.00390660809352994,0.90625,0.203125,25.78968071937561,2.0875356197357178
3,0.13158260451422799,6.708916690614488e-05,0.02875725097126431,0.9876152873039246,1.0123847723007202,0.004329090317090352,0.9930555555555556,0.7621527777777778,0.12671469151973724,0.0,0.0,0.004271644167602062,1.0,1.0,25.605177879333496,2.0320961475372314
4,0.12468972471025255,0.0,0.0,0.9893694519996643,1.0106306076049805,0.004210885200235579,1.0,1.0,0.09188656508922577,0.0,0.0,0.0036375385243445635,1.0,1.0,25.74548363685608,2.0661981105804443
5,0.09209642145368788,5.0705340173509384e-08,0.0018687829789188174,0.9911068677902222,1.0088932514190674,0.003633303774727715,0.9982638888888888,0.9583333333333334,0.08000417053699493,0.0,0.011277726851403713,0.0033942037262022495,1.0,0.78125,25.650815725326538,2.0700597763061523
6,0.08293688297271729,0.00011574228604634602,0.00826372868484921,0.9926153421401978,1.0073847770690918,0.003448037016722891,0.9930555555555556,0.8420138888888888,0.07621078193187714,0.0,0.004710416309535503,0.0033127586357295513,1.0,0.890625,25.744396209716797,2.023984432220459
7,0.07678432597054376,0.0,0.0014432420333226521,0.9940326809883118,1.0059672594070435,0.003320523641175694,1.0,0.9513888888888888,0.06977605074644089,0.0,0.0,0.0031698213424533606,1.0,1.0,25.69632649421692,2.087797164916992
8,0.07268881135516697,0.0,0.0,0.9950035214424133,1.004996418952942,0.0032264598541789586,1.0,1.0,0.06466615200042725,0.0,0.0,0.003051547333598137,1.0,1.0,25.634965896606445,2.0626373291015625
9,0.06561696529388428,0.0,0.00010478527595599492,0.9958536028862,1.0041464567184448,0.003060806335674392,1.0,0.9965277777777778,0.05995771288871765,0.0,0.000748874619603157,0.002938354155048728,1.0,0.984375,25.567174196243286,2.0615501403808594
10,0.06249096658494738,0.0,0.0005350460608800253,0.9967429041862488,1.003256916999817,0.0029942310518688625,1.0,0.9878472222222222,0.055446963757276535,0.0,0.001852322369813919,0.0028256638906896114,1.0,0.96875,25.56730055809021,2.0740115642547607
11,0.059561226103040904,0.0,0.0013725187422500716,0.9975860118865967,1.0024139881134033,0.002919549743334452,1.0,0.9774305555555556,0.05116549879312515,0.0,0.001044020988047123,0.002714377362281084,1.0,0.984375,25.790199756622314,2.071671962738037
12,0.05566989050971137,0.0,0.0019088387489318848,0.9983683228492737,1.001631736755371,0.0028152925272782645,1.0,0.9704861111111112,0.04788089916110039,0.0,0.0018183710053563118,0.002625806722790003,1.0,0.96875,29.23761820793152,2.4434990882873535
13,0.05151588718096415,0.0,0.001789861669143041,0.9991550445556641,1.000844955444336,0.002712706724802653,1.0,0.9704861111111112,0.04558909684419632,0.0,0.0030561359599232674,0.002562194364145398,1.0,0.953125,31.01210308074951,2.4481091499328613
14,0.04872516791025797,0.0,0.0033822370072205863,0.999931275844574,1.0000687837600708,0.002648064452740881,1.0,0.9496527777777778,0.043880708515644073,0.0,0.0016918405890464783,0.002513728803023696,1.0,0.96875,31.04167890548706,2.4417786598205566
15,0.04775622155931261,0.0,0.0010202655361758338,1.000809669494629,0.9991903901100159,0.0026152945227093166,1.0,0.9826388888888888,0.042044155299663544,0.0,0.0,0.002460562391206622,1.0,1.0,31.096447944641113,2.4541115760803223
16,0.045846899350484215,0.0,0.0023257570962111154,1.0018551349639893,0.9981450438499451,0.0025645001894897884,1.0,0.9565972222222222,0.04052681475877762,0.0,0.002275063656270504,0.002415754832327366,1.0,0.953125,31.09924292564392,2.4473156929016113
17,0.044562578201293945,0.0,0.0008323313668370247,1.0026962757110596,0.9973037242889404,0.0025222059339284897,1.0,0.9809027777777778,0.03924943506717682,0.0,0.0012817271053791046,0.002377378288656473,1.0,0.96875,31.08066201210022,2.447308301925659
18,0.04251074459817675,0.0,0.002246878006392055,1.0035237073898315,0.9964761734008789,0.0024689140005244147,1.0,0.9565972222222222,0.03693945333361626,0.0,0.002764345146715641,0.0023063584230840206,1.0,0.9375,31.104610443115234,2.4447131156921387
19,0.03984293672773573,0.0,0.0012033160568939315,1.0045169591903687,0.9954829216003418,0.002389225901828872,1.0,0.9739583333333334,0.03495226800441742,0.0,0.0023415079340338707,0.0022434648126363754,1.0,0.9375,31.068859100341797,2.448134183883667
20,0.040629307428995766,0.0,0.0009430661383602354,1.0054045915603638,0.9945954084396362,0.0024116672575473785,1.0,0.9809027777777778,0.03375188261270523,0.0,0.004508796148002148,0.0022046039812266827,1.0,0.9375,30.66318368911743,2.3957386016845703
21,0.03692792521582709,0.0,0.00314831899272071,1.0064575672149658,0.9935423135757446,0.002300262658132447,1.0,0.953125,0.033067651093006134,0.0,0.0008092476055026054,0.002182143274694681,1.0,0.984375,30.77653431892395,2.435760736465454
22,0.03861572676234775,0.0,0.0010730888073643048,1.0073710680007935,0.9926289916038513,0.0023493015517791114,1.0,0.9722222222222222,0.031909894198179245,0.0,0.0,0.0021436025854200125,1.0,1.0,30.948118925094604,2.445322275161743
23,0.03642752435472277,0.0,0.002833543966213862,1.00833261013031,0.9916673302650452,0.0022828194002310434,1.0,0.9461805555555556,0.03166068717837334,0.0,0.00031120795756578445,0.0021352155599743128,1.0,0.984375,30.79023313522339,2.4100241661071777
