#['../main.py', '--dataset=dice', '--epochs=100', '--batch-size=16', '--lr=1e-3', '--save-onnx', '--save-imgs', '--epsilon=0.0156862745', '--oracle-steps=30', '--oracle-restarts=3', '--constraint=ExactlyOnePerPair', '--alpha=0.5', '--seed=2', '--logic=QLL_5']
Epoch,Train-P-Loss,Train-R-Loss,Train-C-Loss,Train-P-Grad,Train-C-Grad,Train-C-Weight,Train-Weighted-C-Grad,Train-Grad-Ratio,Train-P-Metric,Train-C-Acc,Train-C-Sec,Test-P-Loss,Test-R-Loss,Test-C-Loss-self,Test-C-Loss-common,Test-P-Metric,Test-C-Acc,Test-C-Sec-self,Test-C-Sec-common,Train-Time,Test-Time
0,0.0,-1,,-1,-1,-1,-1,-1,0.0,-1,0.0,0.6950015647738588,0.34719108132755055,0.3703163090874167,0.3702687656178194,0.5147058823529411,0.0,0.0,0.0,0.0,3.52927565574646
1,0.6924851361443015,-1,0.3230331645292394,0.06247901916503906,0.27297059227438536,0.11609344622668098,0.03123950958251953,0.4999999439015108,0.524509822621065,-1,0.01838235294117647,0.6930960860906863,0.2532162385828355,0.2795591915355009,0.27952034333172965,0.5318627637975356,0.5882352941176471,0.3088235294117647,0.3088235294117647,5.536101579666138,3.4913527965545654
2,0.6892654194551355,-1,0.2462312473970301,0.07264811151167926,0.42441999211030845,0.08816791983211741,0.03632405575583963,0.4999999439015108,0.5465686461504768,-1,0.4338235294117647,0.7003280041264552,0.1571041836458094,0.1984091646531049,0.19840086207670324,0.5196078805362477,0.8088235294117647,0.6176470588235294,0.6176470588235294,6.323324203491211,4.590287208557129
3,0.6924209033741671,-1,0.15537375562331257,0.12537212932811065,0.6533603668212891,0.09647684938767377,0.06268607868867762,0.4999999439015108,0.5459558823529411,-1,0.6691176470588235,0.7080985424565334,0.07588622149299173,0.1252768460442038,0.12527423746445598,0.5122549393597771,0.8235294117647058,0.7205882352941176,0.7205882352941176,8.116827011108398,4.7221999168396
4,0.6883984734030331,-1,0.15769770566154928,0.11277041014503031,0.6073125951430377,0.09273669298957377,0.056385205072515154,0.4999999439015108,0.5465686461504768,-1,0.5698529411764706,0.7092160243614047,0.0747535929960363,0.12100637660307043,0.12098382501041188,0.5073529411764706,0.8382352941176471,0.6470588235294118,0.6470588235294118,7.932607889175415,4.3605430126190186
5,0.6912814308615292,-1,0.07964235193589154,0.14125464944278493,0.7549778994391946,0.09281818305744845,0.07062732472139246,0.5,0.5453431746538948,-1,0.6875,0.7150730806238511,-0.0047624777345096365,0.04895182918099796,0.049012264784644634,0.5147059384514304,0.8676470588235294,0.7647058823529411,0.7647058823529411,8.064249753952026,4.548750400543213
6,0.6911810145658606,-1,0.08528832828297335,0.16660362131455364,0.7893234140732709,0.10555169161628275,0.08330181065727682,0.4999999439015108,0.5502451728372013,-1,0.7352941176470589,0.7171702665441176,-0.0177860347663655,0.036997973918914795,0.03702806023990407,0.5171568814445945,0.8823529411764706,0.7941176470588235,0.7941176470588235,7.827976942062378,4.585160255432129
7,0.691493595347685,-1,0.03811908118865069,0.15600918321048513,0.8470216077916762,0.09467916628893684,0.07800459160524256,0.4999999439015108,0.5447302986593807,-1,0.8308823529411765,0.7094125186695772,0.00780813571284799,0.05988321584813735,0.059877816368551814,0.5196078805362477,0.8970588235294118,0.7647058823529411,0.7647058823529411,7.922358512878418,4.265542984008789
8,0.68090680066277,-1,0.1045213727390065,0.1454496664159438,0.6894149780273438,0.10567843212800868,0.0727248332079719,0.4999999439015108,0.5680147619808421,-1,0.6139705882352942,0.714234146417356,0.010249117718023412,0.06012027403887581,0.06016707420349121,0.5196078805362477,0.8088235294117647,0.6764705882352942,0.6764705882352942,7.4304633140563965,4.287978172302246
9,0.684243314406451,-1,0.05305002366795259,0.1519792640910429,0.7929952845853918,0.09582570721121396,0.07598963204552145,0.5,0.5649510551901424,-1,0.6323529411764706,0.7150632072897518,-0.029483689981348375,0.027684506248025334,0.02767449266770307,0.5318627637975356,0.8235294117647058,0.6911764705882353,0.6911764705882353,7.604802846908569,5.036432981491089
10,0.6768183988683364,-1,0.07840859188753016,0.1439345584196203,0.7541951572193819,0.09545876699335434,0.07196727920981015,0.5,0.5674019981833065,-1,0.6911764705882353,0.7066104365330116,0.01718423647039077,0.07985020385069005,0.07969051950118121,0.5318627637975356,0.8529411764705882,0.7058823529411765,0.7058823529411765,7.45069146156311,4.466349363327026
11,0.6697731579051298,-1,0.07319775048424215,0.16764370132895076,0.7339969522812787,0.11575731109170352,0.08382185066447538,0.4999999439015108,0.5931372362024644,-1,0.6286764705882353,0.7148014143401501,-0.029360885129255408,0.04722650962717393,0.047210086794460523,0.5318627637975356,0.8823529411764706,0.6764705882352942,0.6764705882352942,8.505484342575073,4.667656898498535
12,0.6691755406996783,-1,0.04752234150381649,0.17031181559843175,0.8259051827823415,0.10356320353115306,0.08515590779921588,0.5,0.5962010551901424,-1,0.6360294117647058,0.7110243404612822,-0.053861716214348286,0.033097284681656784,0.03314114318174474,0.5416667040656594,0.9117647058823529,0.6470588235294118,0.6470588235294118,8.195908308029175,4.513891220092773
13,0.6581020355224609,-1,0.11318018857170553,0.16145937583025763,0.6588605431949391,0.12189989931443158,0.08072968791512881,0.5,0.5943627637975356,-1,0.5073529411764706,0.7074497447294348,0.03259608324836282,0.12034318026374369,0.12018792769488167,0.5416667040656594,0.8088235294117647,0.47058823529411764,0.45588235294117646,7.328255891799927,4.328675031661987
14,0.6515339122099035,-1,0.07774228909436394,0.19212238928850958,0.6887634501737707,0.14101531926323385,0.09606119464425479,0.4999999439015108,0.6072304108563591,-1,0.5147058823529411,0.718900343951057,-0.08765087408177993,0.026187475989846623,0.02643568901454701,0.5367647619808421,0.8676470588235294,0.5588235294117647,0.5588235294117647,7.685262203216553,4.790749788284302
15,0.6530544056611902,-1,0.009930993704234852,0.2132110034718233,0.8556807461906882,0.1280824296614703,0.10660550173591166,0.5,0.6084558823529411,-1,0.5661764705882353,0.7116772520775888,-0.07642846948960248,0.04711722626405604,0.047344362034517175,0.5514706443337833,0.8088235294117647,0.5147058823529411,0.5147058823529411,8.055792808532715,4.425002813339233
16,0.6350616006290212,-1,0.11220111566431382,0.16756805251626408,0.7017199572394875,0.12443175035364487,0.08378403327044319,0.5,0.626225471496582,-1,0.375,0.6970484864478018,0.038166256511912626,0.15351653099060059,0.1535952091217041,0.5784314099480125,0.7352941176470589,0.3088235294117647,0.3088235294117647,7.323372840881348,4.365370273590088
17,0.6240201276891372,-1,0.09132456078248866,0.20403362722957835,0.6290559768676758,0.1764101280885584,0.10201682763941147,0.5,0.6495098787195542,-1,0.35294117647058826,0.7050001107010186,0.00930263803285711,0.1267398104948156,0.1257930643418256,0.5735294117647058,0.6323529411764706,0.2647058823529412,0.2647058823529412,7.8413779735565186,4.835125923156738
18,0.6087246502147001,-1,0.08889907949111041,0.20087152368882122,0.6438173967249253,0.16262054443359375,0.10043576184441061,0.4999999439015108,0.6740196452421301,-1,0.3382352941176471,0.6842425477270987,0.018769350122002995,0.158459368874045,0.15902440688189337,0.585784351124483,0.6323529411764706,0.22058823529411764,0.22058823529411764,7.904297113418579,5.065446138381958
19,0.5892602696138269,-1,0.09976614924038157,0.19393023322610295,0.684838238884421,0.1477208418004653,0.09696511661305147,0.5,0.6917891782872817,-1,0.31985294117647056,0.6783430810068168,-0.005478177877033458,0.1406669055714327,0.14032530784606934,0.6102941737455481,0.6176470588235294,0.20588235294117646,0.20588235294117646,8.240739583969116,4.457973957061768
20,0.5762288710650276,-1,0.06549475473516128,0.2596744649550494,0.8055873758652631,0.17885649905485265,0.1298372324775247,0.5,0.6985294117647058,-1,0.33455882352941174,0.6708934260349647,-0.043708296383128446,0.15768171759212718,0.15817839959088495,0.6078431746538948,0.6617647058823529,0.20588235294117646,0.20588235294117646,8.30053448677063,4.8480048179626465
21,0.5531959533691406,-1,0.0873107349171358,0.23629718668320598,0.8538252325618968,0.15628546826979695,0.11814859334160299,0.5,0.7169118208043715,-1,0.33455882352941174,0.6594363193885953,-0.11258142134722542,0.12894850618699016,0.1262638288385728,0.6176471149220186,0.7352941176470589,0.20588235294117646,0.20588235294117646,7.630111932754517,4.884812355041504
22,0.5311893014346852,-1,0.07279933901394114,0.2548169809229234,0.9211718615363625,0.14623654589933507,0.1274084904614617,0.5,0.7303921194637523,-1,0.33088235294117646,0.6561393737792969,-0.15367656595566692,0.1413870699265424,0.14231489686404958,0.6348039402681238,0.7794117647058824,0.22058823529411764,0.22058823529411764,8.492384672164917,4.8744635581970215
23,0.5136816922356101,-1,0.046970122000750375,0.2734091141644646,1.0298776065602022,0.13979721069335938,0.1367045570822323,0.5,0.7463235294117647,-1,0.3272058823529412,0.6534651961981082,-0.20698841880349553,0.1256268304937026,0.12700790517470417,0.6200980579151827,0.6911764705882353,0.25,0.25,8.339958190917969,4.465168237686157
24,0.48815278445973115,-1,0.049032912534825945,0.24046962401446173,0.9928353253532859,0.12681984901428223,0.12023481200723087,0.5,0.7640930624569163,-1,0.3161764705882353,0.6296298457126991,-0.2313240415909711,0.1364159864537856,0.13657533421235926,0.6348039402681238,0.8088235294117647,0.23529411764705882,0.23529411764705882,7.970768690109253,4.8425939083099365
25,0.4634373608757468,-1,0.0472488473443424,0.2592848328983082,0.9897426156436696,0.13846753625308766,0.1296424164491541,0.5,0.7671568814445945,-1,0.27941176470588236,0.6277429917279411,-0.316316380220301,0.16051225101246552,0.1607084554784438,0.6397058823529411,0.8088235294117647,0.17647058823529413,0.20588235294117646,8.886301040649414,4.75867223739624
26,0.441165475284352,-1,0.026297700755736408,0.3043067034553079,1.2097266702090992,0.1397386719198788,0.15215335172765396,0.5,0.7867647619808421,-1,0.31985294117647056,0.5986671447753906,-0.33977825501385855,0.1555627654580509,0.15488395971410415,0.6691176470588235,0.7794117647058824,0.20588235294117646,0.20588235294117646,8.396238088607788,4.692502737045288
27,0.42011597577263327,-1,0.01041421907789567,0.28098832859712486,1.23135622809915,0.12230692190282486,0.14049416429856243,0.5,0.7922794117647058,-1,0.2977941176470588,0.6065159591973996,-0.44199082430671244,0.13828110694885254,0.14040566893184886,0.6691176470588235,0.7352941176470589,0.14705882352941177,0.16176470588235295,8.713335275650024,5.022526025772095
28,0.4002033682430492,-1,-0.03281664848327637,0.3010072708129883,1.4086391224580652,0.11330181009629194,0.15050363540649414,0.5,0.8008578244377585,-1,0.2426470588235294,0.5933774686327168,-0.5331315433277803,0.13968742594999425,0.13658644171322093,0.686274528503418,0.7941176470588235,0.1323529411764706,0.1323529411764706,8.319989681243896,4.963160991668701
29,0.38746993681963754,-1,-0.029029223848791683,0.3016807331758387,1.6670959697050207,0.1015760618097642,0.15084036658791936,0.5,0.8180147058823529,-1,0.22426470588235295,0.5735494950238396,-0.5760860443115234,0.14833828982184916,0.14720929370206945,0.710784351124483,0.8088235294117647,0.14705882352941177,0.16176470588235295,7.779092788696289,4.607984781265259
30,0.36688414741964903,-1,0.01708294714198393,0.3085347063401166,1.9169621187097885,0.08230442159316119,0.1542673531700583,0.5,0.8253676470588235,-1,0.20588235294117646,0.5756418564740349,-0.6869026071885053,0.10665106773376465,0.10501836327945485,0.698529467863195,0.8676470588235294,0.14705882352941177,0.16176470588235295,7.48050594329834,4.530080080032349
31,0.3530604979571174,-1,-0.04447993811439065,0.31807369344374714,1.9026352377498852,0.08707521242253921,0.15903684672187357,0.5,0.8327206443337833,-1,0.21691176470588236,0.5766862607469746,-0.7481709648581112,0.12259351505952723,0.13267354404225068,0.7034314099480125,0.9117647058823529,0.17647058823529413,0.16176470588235295,7.879969596862793,4.891275882720947
