#['../main.py', '--dataset=fashion', '--epochs=100', '--batch-size=512', '--lr=1e-3', '--save-onnx', '--save-imgs', '--epsilon=0.1', '--oracle-steps=20', '--oracle-restarts=2', '--constraint=ClothingFootwear', '--seed=2', '--logic=DL2']
Epoch,Train-P-Loss,Train-R-Loss,Train-C-Loss,Train-P-Grad,Train-C-Grad,Train-C-Weight,Train-Weighted-C-Grad,Train-Grad-Ratio,Train-P-Metric,Train-C-Acc,Train-C-Sec,Test-P-Loss,Test-R-Loss,Test-C-Loss-self,Test-C-Loss-common,Test-P-Metric,Test-C-Acc,Test-C-Sec-self,Test-C-Sec-common,Train-Time,Test-Time
0,0.0,-1,,-1,-1,-1,-1,-1,0.0,-1,0.0,2.3083708984375,0.16312757568359376,0.43755927734375,0.46295634765625,0.1074,0.3622,0.3343,0.2,0.0,5.730692386627197
1,1.2519361851579052,-1,0.08208608627319336,0.5795837014408435,0.21901516995187534,2.2020744711665783,0.27975829172942596,0.4894283423989506,0.613474377131058,-1,0.9206170550847458,0.700687255859375,0.00602640380859375,0.04315880737304687,0.17157857666015625,0.7501,0.994,0.9931,0.8885,21.83430814743042,6.1056647300720215
2,0.6525761232537738,-1,0.042878660105042536,0.8007787284204515,0.16793070001117252,3.3680608717061706,0.36748727701478084,0.4639393757965605,0.7768306408898306,-1,0.9941571769067796,0.615693505859375,0.0050418506622314455,0.038780331420898435,0.178093115234375,0.7844,0.9957,0.9942,0.8879,21.74093008041382,5.787716388702393
3,0.5977399147163003,-1,0.037022853301743326,0.8157301434015823,0.14309343241028866,4.011377108299126,0.3609258684061341,0.4405010029421014,0.7915176779536878,-1,0.995315810381356,0.57961328125,0.004835078430175781,0.034503231811523434,0.215984912109375,0.7945,0.9953,0.9946,0.8501,21.756019830703735,6.561084985733032
4,0.5636233960167837,-1,0.03663046481245655,0.7708311565851761,0.14737305398714745,3.6807432013042902,0.33628282708636786,0.44740201659121753,0.8018405720338984,-1,0.9954151218220338,0.54472744140625,0.005038143157958985,0.03291082763671875,0.2258760009765625,0.8051,0.9969,0.9962,0.8546,22.320287227630615,5.994162321090698
5,0.5359339309951007,-1,0.03326170121209096,0.7693321098715572,0.13623407331563658,4.235025438211732,0.32237324472201073,0.416360887430482,0.8117055084745762,-1,0.9962096133474576,0.523840234375,0.004642239379882812,0.030340267944335936,0.2277420654296875,0.8126,0.9971,0.9967,0.8548,21.085789442062378,6.010149955749512
6,0.5191433793407375,-1,0.03505232374546891,0.7297197762182204,0.14461399336992684,3.689410710738877,0.32518244597871426,0.44777824919102555,0.8177800582627118,-1,0.9960826938435182,0.5129033203125,0.006392837142944336,0.04658376770019531,0.2685457763671875,0.8149,0.995,0.9942,0.8461,20.784058809280396,6.007719039916992
7,0.5051434727038367,-1,0.03235331026174254,0.7892757997674457,0.13155199309526863,4.661623162738348,0.3052831746764102,0.3904646210751291,0.822364936440678,-1,0.9966399629237288,0.49929296875,0.004926809692382812,0.030827728271484375,0.2422217041015625,0.824,0.9972,0.9969,0.8527,20.797890424728394,6.074486255645752
8,0.49445142584331964,-1,0.033362251217082396,0.7729227744926841,0.1457697658215539,3.9267024670617054,0.3345367948887712,0.4306046760688394,0.8236725370762712,-1,0.9965903072033898,0.490422900390625,0.004915732192993164,0.03187628784179688,0.26327900390625,0.8247,0.997,0.9965,0.8376,23.392818927764893,5.890365123748779
9,0.48456773919574286,-1,0.032278614529108594,0.7306634935282045,0.1398091720322431,4.1158286919028075,0.29825281692763506,0.4066487975039725,0.8299071101819054,-1,0.9966510190802106,0.48182646484375,0.00574699935913086,0.03745506591796875,0.24389814453125,0.8272,0.9971,0.9963,0.8599,22.43832492828369,6.496065378189087
10,0.4764104293564619,-1,0.03102225974454718,0.7207900871664791,0.12728381561020674,4.34137790485964,0.2996550091242386,0.41525420496019266,0.831981594279661,-1,0.996921345338983,0.477938671875,0.0036602500915527345,0.025382354736328126,0.3337067626953125,0.8304,0.9978,0.9977,0.8184,21.41104793548584,5.821471452713013
11,0.4722935628082793,-1,0.02707982063293457,0.7567183930995101,0.11340514684127549,4.836763026350636,0.27972906726901814,0.3787137694278006,0.8329195572158038,-1,0.9972027277542372,0.473736474609375,0.005163261032104492,0.034445892333984374,0.29638408203125,0.8307,0.9971,0.9965,0.8267,21.595024585723877,6.404061317443848
12,0.4679294521525755,-1,0.02777706162404206,0.7628109818798,0.12522670778177553,4.5047457420219805,0.3280525207519531,0.4264314619161315,0.834817466089281,-1,0.9971034163135594,0.46653876953125,0.004392483901977539,0.02943303527832031,0.2593811767578125,0.8316,0.9979,0.997,0.84,22.816572904586792,5.9991137981414795
13,0.4602698956505727,-1,0.030175934403629628,0.7250803931284759,0.13162793951519466,4.105227195610435,0.2940395484536381,0.4096291105625993,0.836720935368942,-1,0.996822033898305,0.46536337890625,0.004057502365112304,0.025411444091796874,0.3091041748046875,0.8356,0.9977,0.9972,0.8165,21.734792709350586,5.7990357875823975
14,0.4578260001489672,-1,0.028542690357919467,0.7158416489423332,0.11998834448345637,4.748796366028866,0.26124653573763573,0.36748805288541114,0.8383982383598716,-1,0.997020656779661,0.453677392578125,0.005395127487182618,0.03343287963867188,0.25780302734375,0.8357,0.9971,0.9967,0.8528,20.898173093795776,5.8939433097839355
15,0.45372571783550714,-1,0.02805729841781875,0.7738472890045683,0.11832338268473996,4.991813530356197,0.28704850148346467,0.36779048079151216,0.8396340709621624,-1,0.9971475762836004,0.45174072265625,0.004508820343017578,0.024831988525390626,0.3208909423828125,0.8395,0.9979,0.9974,0.8168,21.370423793792725,5.886359214782715
16,0.4502005496267545,-1,0.029413570791988048,0.7500257976984573,0.12424108537576967,4.733314126224841,0.2904957270218154,0.3892450494281316,0.8408534163135594,-1,0.9968385858050848,0.453777734375,0.004238706970214843,0.0297693359375,0.3193613037109375,0.84,0.9978,0.9969,0.8136,22.718989610671997,6.400022983551025
17,0.44531243534411413,-1,0.02710475355891858,0.7899459580243644,0.12051803782834845,5.076708777476165,0.31025414547677765,0.3877679857157044,0.8423044883598716,-1,0.9972799915378376,0.4494349609375,0.005002949523925781,0.027907330322265625,0.2959528564453125,0.8396,0.9975,0.997,0.8311,22.066818952560425,5.910269260406494
18,0.44261534739348846,-1,0.025675383664793886,0.6969378843145856,0.10493203340950659,5.029509980799788,0.26022793074785655,0.368232856362553,0.843799655720339,-1,0.9973020391949152,0.446123681640625,0.005412178802490234,0.03456024475097656,0.2963063720703125,0.8393,0.9965,0.9963,0.8261,21.268287181854248,5.847646236419678
19,0.4411370228912871,-1,0.024713312165211825,0.7420707961260262,0.10564706285121077,5.6124107231528075,0.26619893413479045,0.3475786306090274,0.8438162076271186,-1,0.9976165254237288,0.4419138671875,0.005923641967773437,0.03821478881835937,0.28183935546875,0.8401,0.9967,0.9961,0.8478,21.950129747390747,5.880815267562866
20,0.4394231569969048,-1,0.02375528367899232,0.7805004443152476,0.10172566720994852,5.483461541644598,0.2806519007278701,0.36294853081137446,0.8452838315802106,-1,0.9975006620762712,0.443347900390625,0.005156445693969726,0.03337739562988281,0.2981795654296875,0.8421,0.9969,0.9964,0.8314,20.867123126983643,6.330827951431274
21,0.4375735137422206,-1,0.023680872836355435,0.7254469273454052,0.09895738504700742,5.17782851396981,0.26598910962120964,0.3703228902008574,0.844627251059322,-1,0.9973682468220338,0.444732763671875,0.004837697982788086,0.03193505249023437,0.30638837890625,0.8437,0.9973,0.9964,0.826,22.153582334518433,6.4881792068481445
22,0.43408930503715903,-1,0.022694114911354195,0.7664099224543167,0.10290188708547819,5.283252780720339,0.2690969079227771,0.3579848984540519,0.8465527679960606,-1,0.9976330773305084,0.441365771484375,0.00465143928527832,0.031025152587890625,0.345003466796875,0.841,0.9974,0.9968,0.8104,22.478267908096313,5.869503974914551
23,0.42708442170741195,-1,0.021119402626813468,0.7138851618362685,0.08984339439262778,5.775005793167373,0.22883819321454582,0.3177226438360699,0.8483734777418234,-1,0.997848252118644,0.43118369140625,0.004235935974121093,0.023128184509277342,0.340917236328125,0.8486,0.998,0.9976,0.81,21.98096752166748,6.071269273757935
24,0.4280401326842227,-1,0.02365695217908439,0.7492797334315413,0.10478352692167638,5.457987639863612,0.26149216344801046,0.35903600919044626,0.8479431281655522,-1,0.9975117182327529,0.43191767578125,0.00665690689086914,0.043534033203125,0.321861474609375,0.8452,0.9955,0.9956,0.8251,21.283717155456543,6.058526992797852
25,0.42496930138539457,-1,0.023257887969582766,0.6951877787961798,0.10344743728637695,5.394806942697299,0.2325466285317631,0.33826973478672867,0.8497638379113149,-1,0.9977489406779662,0.4351212890625,0.0048320236206054685,0.023087808227539062,0.3516657470703125,0.8466,0.9979,0.9976,0.8056,20.836711406707764,5.929911136627197
26,0.4227920790850106,-1,0.02297454567278846,0.7586284572795287,0.10314146138853945,5.3771460581634,0.27692009230791514,0.3616744219246557,0.8501445317672471,-1,0.9976827330508474,0.427446923828125,0.004314529418945313,0.021673715209960937,0.3882197998046875,0.851,0.9982,0.9977,0.7941,21.964343547821045,5.928128957748413
27,0.4197878756765592,-1,0.023555090871907897,0.7406162326618776,0.10192981008755958,5.507753016585011,0.25254697314763475,0.33851025468212065,0.850343154648603,-1,0.9976441334869902,0.43287236328125,0.004834163284301758,0.02747872314453125,0.3178663330078125,0.847,0.9973,0.9971,0.8198,20.422929048538208,7.018050193786621
28,0.41852036169019796,-1,0.021139458074408063,0.722181611141916,0.09415771193423514,5.798308291677701,0.22623147802837826,0.32482903690661413,0.850834216101695,-1,0.9979806673728814,0.42389560546875,0.0050180030822753905,0.027105438232421876,0.33181552734375,0.8489,0.9972,0.9971,0.8206,22.291183948516846,6.097083330154419
29,0.41765128960043696,-1,0.02275777065147788,0.7156600952148438,0.09524422176813675,5.497098761089777,0.24189187712588553,0.33685710066455904,0.8521583686440678,-1,0.9977820444915254,0.42332451171875,0.004692639541625977,0.029058758544921875,0.3511079345703125,0.8486,0.9973,0.997,0.8118,22.038416862487793,6.517928838729858
30,0.41697466575493247,-1,0.022885346816757978,0.7069371756860765,0.0999250007888018,5.589887198755297,0.22923598855228747,0.3254865549378476,0.8500342288259732,-1,0.9977323887711864,0.42188330078125,0.004423947143554687,0.023613253784179687,0.3493154541015625,0.8524,0.9975,0.9978,0.8142,22.014479160308838,5.7974913120269775
31,0.41493874889309124,-1,0.0220894833742562,0.7415993900622352,0.09211646096181061,5.815779346530721,0.23340989775576834,0.3178601345773471,0.8522797277418234,-1,0.9977489406779662,0.423456982421875,0.004806787109375,0.029120681762695312,0.395321337890625,0.8507,0.9975,0.997,0.789,21.797953367233276,5.9546685218811035
32,0.4140292992026119,-1,0.02211562455710718,0.7071415529412738,0.09327557935553082,5.6045377052436445,0.2380504608154297,0.3344823223049358,0.8532949544615664,-1,0.9977820444915254,0.418324462890625,0.004904428100585938,0.02377696228027344,0.36017421875,0.8544,0.9975,0.9975,0.8054,20.55773425102234,6.173638343811035
33,0.41232551962642344,-1,0.022930777679055422,0.7456597150382349,0.10022683870994438,5.459005582130562,0.25243746224096264,0.3450025461487851,0.8528480529785156,-1,0.9977654925847458,0.4209822265625,0.005067441558837891,0.027625115966796874,0.3555611083984375,0.8511,0.997,0.9971,0.7993,21.574408054351807,5.988581657409668
34,0.409933510473219,-1,0.021097039772292315,0.7139407012422206,0.09947011430384749,5.475023689916578,0.24126048007253872,0.3434524212853383,0.8540121822033898,-1,0.9977599968344478,0.424283203125,0.0044870319366455075,0.020735409545898437,0.370988232421875,0.849,0.9976,0.9979,0.8079,20.579872131347656,5.926289319992065
35,0.41092164637678763,-1,0.018333346156750696,0.7362773054737156,0.08162130743770277,6.029134459414725,0.2387151879779363,0.3279934576002218,0.853416313559322,-1,0.998195842161017,0.425608837890625,0.004275631713867188,0.020515809631347658,0.411089599609375,0.8508,0.9982,0.998,0.7918,20.107115983963013,5.558657169342041
36,0.41043656559313757,-1,0.021731441303835076,0.7640092494124073,0.08565226247755148,6.153710834050583,0.21532272080243645,0.28738306336483715,0.8537749597581766,-1,0.9978813559322034,0.420348681640625,0.004753487396240234,0.02378907470703125,0.4178431640625,0.8514,0.9977,0.9976,0.7911,20.5915105342865,6.190603256225586
37,0.40705309075824286,-1,0.018765291925204004,0.7280458353333554,0.0829300153053413,6.034158997616525,0.2290397579387083,0.3232087604070114,0.8546632023180946,-1,0.998245497881356,0.415995361328125,0.004678813171386719,0.02491127471923828,0.3999150634765625,0.8539,0.9976,0.9975,0.7969,21.19830060005188,5.940831422805786
38,0.4059843612929522,-1,0.017072966543294616,0.759610321562169,0.07619932950553247,6.55463474079714,0.20419266264317398,0.27546051801261257,0.8554301504361428,-1,0.9983282574152542,0.418848681640625,0.004645938110351563,0.028119863891601562,0.437205078125,0.8513,0.9973,0.9973,0.788,21.605879306793213,6.228686571121216
39,0.4025986881579383,-1,0.020463339353011825,0.6814941794185315,0.08563439320709745,5.902758064916578,0.2218095488467459,0.319906655004469,0.8555294618768207,-1,0.9980137711864406,0.419809765625,0.004201743316650391,0.02010771789550781,0.458168798828125,0.8533,0.9981,0.998,0.7729,22.933070182800293,6.224681615829468
40,0.40273336636818063,-1,0.019791324259871144,0.7082597764871889,0.07961139840594793,6.023835780256886,0.2090573068392479,0.2979443113682634,0.8567487425723318,-1,0.9980634269067796,0.413644677734375,0.00490295181274414,0.024798794555664062,0.442258935546875,0.855,0.9978,0.9975,0.7799,20.593478441238403,5.73201060295105
